img_id,img_width,img_height,img_file,cat_id,cat_name,supercategory,ann_id,x,y,width,height,area
190,1824,4000,batch_10/000089.jpg,51,Rope & strings,Rope & strings,640,1771.0,3164.0,52.0,111.0,3880.0
191,1824,4000,batch_10/000090.jpg,36,Plastic film,Plastic bag & wrapper,641,1143.0,1904.0,174.0,112.0,7651.499999999993
191,1824,4000,batch_10/000090.jpg,58,Unlabeled litter,Unlabeled litter,642,1483.0,1994.0000000000002,98.0,55.99999999999977,3056.9999999999945
191,1824,4000,batch_10/000090.jpg,58,Unlabeled litter,Unlabeled litter,643,936.0,2456.0,75.99999999999989,51.0,2398.999999999996
191,1824,4000,batch_10/000090.jpg,58,Unlabeled litter,Unlabeled litter,644,1739.9999999999998,3332.0,82.00000000000023,186.0,9928.500000000022
191,1824,4000,batch_10/000090.jpg,58,Unlabeled litter,Unlabeled litter,645,1720.0,3479.0,93.0,36.0,1928.9999999999918
192,4000,1824,batch_10/000091.jpg,6,Glass bottle,Bottle,646,2214.0,1255.0,429.0,244.0,42008.5
192,4000,1824,batch_10/000091.jpg,31,Tissues,Paper,647,978.5,1392.0,138.0,121.0,8901.0
192,4000,1824,batch_10/000091.jpg,58,Unlabeled litter,Unlabeled litter,648,3098.0,1683.0,62.0,84.0,3566.0
192,4000,1824,batch_10/000091.jpg,36,Plastic film,Plastic bag & wrapper,649,2480.0,1757.0,104.0,61.0,3617.0
193,1824,4000,batch_10/000092.jpg,36,Plastic film,Plastic bag & wrapper,650,1029.5,2043.0,182.0,93.0,10445.0
193,1824,4000,batch_10/000092.jpg,58,Unlabeled litter,Unlabeled litter,651,616.0,2315.0,94.0,55.0,2309.0
194,4000,1824,batch_10/000093.jpg,6,Glass bottle,Bottle,652,0.0,1390.0,142.0,107.0,13667.5
194,4000,1824,batch_10/000093.jpg,39,Other plastic wrapper,Plastic bag & wrapper,653,983.0,1369.0,272.0,117.0,19657.0
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,654,1152.0,1712.0,198.0,111.0,12895.5
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,655,623.0,1399.0,40.0,119.0,2782.0
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,656,2236.0,1662.0,111.0,94.0,7037.5
194,4000,1824,batch_10/000093.jpg,6,Glass bottle,Bottle,657,2588.0,1543.0,143.0,279.0,23547.5
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,658,2868.0,395.0,73.0,72.0,2665.0
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,659,1626.0,1079.0,78.0,102.0,5085.0
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,660,2687.0,1411.0,110.0,51.0,2657.5
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,661,61.0,1221.0,180.0,59.0,5391.5
194,4000,1824,batch_10/000093.jpg,59,Cigarette,Cigarette,662,3045.0,1329.0,38.0,35.0,577.5
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,663,3280.0,1147.0,95.0,83.0,4613.5
194,4000,1824,batch_10/000093.jpg,36,Plastic film,Plastic bag & wrapper,664,2128.0,1295.0,168.0,98.0,6555.5
194,4000,1824,batch_10/000093.jpg,58,Unlabeled litter,Unlabeled litter,665,2733.0,1456.0,76.0,71.0,3088.5
195,1824,4000,batch_10/000094.jpg,21,Disposable plastic cup,Cup,666,441.0,2099.0,119.0,106.0,6068.499999999998
195,1824,4000,batch_10/000094.jpg,8,Metal bottle cap,Bottle cap,667,672.0,2428.0,34.0,28.0,646.5
195,1824,4000,batch_10/000094.jpg,2,Aluminium blister pack,Blister pack,668,1500.0,3783.0,251.0,216.0,20384.500000000022
195,1824,4000,batch_10/000094.jpg,58,Unlabeled litter,Unlabeled litter,669,795.0,2222.0,75.99999999999989,145.0,4575.000000000002
195,1824,4000,batch_10/000094.jpg,58,Unlabeled litter,Unlabeled litter,670,1436.0,3667.0,98.0,157.0,7526.0
195,1824,4000,batch_10/000094.jpg,58,Unlabeled litter,Unlabeled litter,671,963.0,3256.0,146.0,63.0,4326.5
196,1824,4000,batch_10/000095.jpg,59,Cigarette,Cigarette,672,1277.0,671.0,60.0,52.0,1170.0
196,1824,4000,batch_10/000095.jpg,0,Aluminium foil,Aluminium foil,673,817.0,2491.0,178.0,58.0,6948.5
197,3000,4000,batch_10/000096.jpg,21,Disposable plastic cup,Cup,674,1084.0,1600.0,233.0,190.00000000000023,26945.50000000001
197,3000,4000,batch_10/000096.jpg,59,Cigarette,Cigarette,675,1355.0,1663.0,65.0,26.999999999999773,1029.9999999999927
197,3000,4000,batch_10/000096.jpg,9,Broken glass,Broken glass,676,1925.0,3925.0,65.00000000000023,65.0,2142.5000000000064
197,3000,4000,batch_10/000096.jpg,59,Cigarette,Cigarette,677,2231.0,2438.0,58.0,35.0,968.5
197,3000,4000,batch_10/000096.jpg,58,Unlabeled litter,Unlabeled litter,678,377.0,1258.0,174.0,109.0,2435.5
197,3000,4000,batch_10/000096.jpg,58,Unlabeled litter,Unlabeled litter,679,859.0,1604.0,83.0,66.0,3844.4999999999945
198,1824,4000,batch_10/000097.jpg,5,Clear plastic bottle,Bottle,680,800.0,2520.0,396.0,151.0,40387.0
198,1824,4000,batch_10/000097.jpg,7,Plastic bottle cap,Bottle cap,681,1176.0,2532.0,20.0,61.0,818.0
199,1824,4000,batch_10/000098.jpg,57,Styrofoam piece,Styrofoam piece,682,564.0952,1500.238,1013.0,1335.9999999999998,874073.4999999998
199,1824,4000,batch_10/000098.jpg,17,Corrugated carton,Carton,683,527.0,1478.619,959.0,1332.0001,55827.29635238005
199,1824,4000,batch_10/000098.jpg,17,Corrugated carton,Carton,684,1398.1428,2330.9048,100.0,119.0,5004.5
200,1824,4000,batch_10/000099.jpg,39,Other plastic wrapper,Plastic bag & wrapper,685,784.0,2015.0000000000002,482.0,384.9999999999998,102611.99999999997
201,4000,1824,batch_11/000000.jpg,57,Styrofoam piece,Styrofoam piece,686,1323.0,725.0,1751.0,882.0,1070663.5
201,4000,1824,batch_11/000000.jpg,17,Corrugated carton,Carton,687,1329.0,633.0,1737.0,300.0,158090.0
201,4000,1824,batch_11/000000.jpg,17,Corrugated carton,Carton,688,2806.0,1386.0,136.0,124.0,10714.0
202,1824,4000,batch_11/000001.jpg,57,Styrofoam piece,Styrofoam piece,689,784.0,1785.0000000000002,419.0,395.9999999999998,64829.99999999997
202,1824,4000,batch_11/000001.jpg,57,Styrofoam piece,Styrofoam piece,690,0.0,0.0,1820.0,1242.0,1996942.0
202,1824,4000,batch_11/000001.jpg,17,Corrugated carton,Carton,691,1382.0,1035.0,189.0,204.0,24620.5
203,1824,4000,batch_11/000002.jpg,57,Styrofoam piece,Styrofoam piece,692,572.0,1625.0,882.0,1145.0,560844.0
204,1824,4000,batch_11/000003.jpg,17,Corrugated carton,Carton,693,131.0,1160.0,720.0,799.0,373846.5
204,1824,4000,batch_11/000003.jpg,17,Corrugated carton,Carton,694,194.0,1674.0,1532.0,1541.0,2007828.0
204,1824,4000,batch_11/000003.jpg,17,Corrugated carton,Carton,695,687.0,226.0,1135.0,1619.0,1136835.0
204,1824,4000,batch_11/000003.jpg,57,Styrofoam piece,Styrofoam piece,696,1681.0,1803.0,105.0,117.0,6654.5
204,1824,4000,batch_11/000003.jpg,57,Styrofoam piece,Styrofoam piece,697,1689.0,1838.0,133.0,184.0,13698.5
205,1824,4000,batch_11/000004.jpg,57,Styrofoam piece,Styrofoam piece,698,1.0,213.0,1142.0,3582.0,2005818.5
205,1824,4000,batch_11/000004.jpg,17,Corrugated carton,Carton,699,1126.0,1363.0,696.0,1177.0,623638.5
206,1824,4000,batch_11/000005.jpg,17,Corrugated carton,Carton,700,2.0,1207.0,1641.0,1653.0,2222282.0
206,1824,4000,batch_11/000005.jpg,57,Styrofoam piece,Styrofoam piece,701,2.0,1896.0,1177.0,837.0,792167.0
207,1824,4000,batch_11/000006.jpg,17,Corrugated carton,Carton,702,119.0,1692.0,664.0,699.0,257788.5
207,1824,4000,batch_11/000006.jpg,17,Corrugated carton,Carton,703,643.0,1801.0,639.0,885.0,332874.0
207,1824,4000,batch_11/000006.jpg,17,Corrugated carton,Carton,704,1148.0,2082.0,605.0,663.0,271767.5
207,1824,4000,batch_11/000006.jpg,17,Corrugated carton,Carton,705,1195.0,1337.0,260.0,228.0,34938.0
208,1824,4000,batch_11/000007.jpg,57,Styrofoam piece,Styrofoam piece,706,1180.0,2191.0,504.9999999999998,806.0,364439.99999999994
209,1824,4000,batch_11/000008.jpg,57,Styrofoam piece,Styrofoam piece,707,0.0,-1.0,1352.0,2364.0,2866329.0
209,1824,4000,batch_11/000008.jpg,17,Corrugated carton,Carton,708,2.0,3336.9999999999995,1419.0,662.0000000000005,216862.9999999997
209,1824,4000,batch_11/000008.jpg,17,Corrugated carton,Carton,709,0.0,0.0,1811.5068493150686,3793.75,6657464.630136986
210,1824,4000,batch_11/000009.jpg,38,Garbage bag,Plastic bag & wrapper,710,779.0,651.0,792.0,695.0,326176.5
210,1824,4000,batch_11/000009.jpg,17,Corrugated carton,Carton,711,745.0,2445.0,876.0,813.0,333698.0
211,1824,4000,batch_11/000010.jpg,17,Corrugated carton,Carton,712,256.0,921.0,625.0,836.0,337070.5
211,1824,4000,batch_11/000010.jpg,17,Corrugated carton,Carton,713,411.0,1155.0,307.0,71.0,13443.5
211,1824,4000,batch_11/000010.jpg,17,Corrugated carton,Carton,714,876.0,1039.0,929.0,584.0,272870.0
211,1824,4000,batch_11/000010.jpg,17,Corrugated carton,Carton,715,1015.0,1043.0,721.0,221.0,93558.0
211,1824,4000,batch_11/000010.jpg,17,Corrugated carton,Carton,716,199.0,1477.0,846.0,727.0,373004.0
212,1824,4000,batch_11/000011.jpg,19,Pizza box,Carton,717,318.0,1308.0476,1175.0,1127.9999999999998,537022.9999999999
212,1824,4000,batch_11/000011.jpg,17,Corrugated carton,Carton,718,193.95238,3250.6191,1624.14282,748.4285,636975.4581681001
212,1824,4000,batch_11/000011.jpg,17,Corrugated carton,Carton,719,695.0,3687.762,1082.0952,311.2855999999997,201456.14359455978
213,1824,4000,batch_11/000012.jpg,17,Corrugated carton,Carton,720,0.0,1339.0,1754.0,1895.0,2385035.5
213,1824,4000,batch_11/000012.jpg,17,Corrugated carton,Carton,721,1229.0,3178.0,594.0,821.0,247706.5
214,1824,4000,batch_11/000013.jpg,17,Corrugated carton,Carton,722,1.0,3149.0,302.0,850.0,160831.5
214,1824,4000,batch_11/000013.jpg,17,Corrugated carton,Carton,723,345.0,1.0,1474.0,3245.0,4072287.5
215,1824,4000,batch_11/000014.jpg,17,Corrugated carton,Carton,724,265.3333,1755.619,1374.0001,1121.8097,852710.6661666702
215,1824,4000,batch_11/000014.jpg,57,Styrofoam piece,Styrofoam piece,725,257.3333,2350.238,597.0,568.0,179466.20620000007
216,1824,4000,batch_11/000015.jpg,57,Styrofoam piece,Styrofoam piece,726,843.0,1867.0,382.0,578.0,204466.5
216,1824,4000,batch_11/000015.jpg,57,Styrofoam piece,Styrofoam piece,727,491.0,1293.0,1132.0,1170.0,263040.5
216,1824,4000,batch_11/000015.jpg,59,Cigarette,Cigarette,728,1157.0,1465.0,21.0,46.0,712.0
216,1824,4000,batch_11/000015.jpg,59,Cigarette,Cigarette,729,1653.0,2087.0,95.0,21.0,1478.0
216,1824,4000,batch_11/000015.jpg,59,Cigarette,Cigarette,730,352.0,1242.0,51.0,27.0,344.5
217,4000,1824,batch_11/000016.jpg,17,Corrugated carton,Carton,731,578.0,221.0,1131.0,787.0,729133.5
217,4000,1824,batch_11/000016.jpg,57,Styrofoam piece,Styrofoam piece,732,2257.0,386.0,813.0,1437.0,386444.0
218,1824,4000,batch_11/000017.jpg,57,Styrofoam piece,Styrofoam piece,733,502.0,489.0,989.0,2326.0,1108838.5
219,4000,1824,batch_11/000018.jpg,36,Plastic film,Plastic bag & wrapper,734,680.0,979.0,556.0,785.0,197976.0
219,4000,1824,batch_11/000018.jpg,52,Scrap metal,Scrap metal,735,1246.0,604.0,277.0,284.0,21198.5
219,4000,1824,batch_11/000018.jpg,52,Scrap metal,Scrap metal,736,1676.0,787.0,339.0,272.0,16549.5
219,4000,1824,batch_11/000018.jpg,52,Scrap metal,Scrap metal,737,1969.0,618.0,163.0,283.0,8076.5
219,4000,1824,batch_11/000018.jpg,52,Scrap metal,Scrap metal,738,1759.0,538.0,317.0,112.0,8982.5
219,4000,1824,batch_11/000018.jpg,52,Scrap metal,Scrap metal,739,2079.0,536.0,337.0,113.0,6587.0
219,4000,1824,batch_11/000018.jpg,52,Scrap metal,Scrap metal,740,1730.0,312.0,175.0,264.0,6261.0
220,6000,4000,batch_11/000019.jpg,4,Other plastic bottle,Bottle,741,2689.0,1780.58,462.0,280.0487000000003,88794.65619999997
220,6000,4000,batch_11/000019.jpg,7,Plastic bottle cap,Bottle cap,742,2687.0,1925.1539,65.0,100.08960000000002,3009.2583000000004
220,6000,4000,batch_11/000019.jpg,57,Styrofoam piece,Styrofoam piece,743,1467.0,1934.1725,406.0,88.55210000000011,24709.560700000016
220,6000,4000,batch_11/000019.jpg,57,Styrofoam piece,Styrofoam piece,744,2079.0,1934.1725,278.0,174.0854999999999,25012.473350000007
221,6000,4000,batch_11/000020.jpg,51,Rope & strings,Rope & strings,745,2356.0,1587.9011,1247.0,1232.9069,210166.53479999976
222,6000,4000,batch_11/000021.jpg,4,Other plastic bottle,Bottle,746,1859.0,1248.8448,2577.0,1217.6991999999998,1445531.3169500001
223,6000,4000,batch_11/000022.jpg,43,Spread tub,Plastic container,747,1914.0,9.014085,3086.0,3148.920215,5466152.831959998
224,6000,4000,batch_11/000023.jpg,7,Plastic bottle cap,Bottle cap,748,2258.5713,1709.619,512.0,337.0,107062.0
225,6000,4000,batch_11/000024.jpg,7,Plastic bottle cap,Bottle cap,749,3103.0,1832.7228,347.0,248.7766999999999,49159.501549999986
226,6000,4000,batch_11/000025.jpg,53,Shoe,Shoe,750,1813.0,942.41064,2833.0,1638.66916,2793910.879520001
227,6000,4000,batch_11/000026.jpg,5,Clear plastic bottle,Bottle,751,2459.0,1427.9662,997.0,1056.5882,559812.1522499997
227,6000,4000,batch_11/000026.jpg,7,Plastic bottle cap,Bottle cap,752,3171.0,2211.854,286.0,273.7068000000004,59341.03060000004
227,6000,4000,batch_11/000026.jpg,55,Plastic straw,Straw,753,2656.0,1340.2162,969.0,478.4939999999999,31697.99439999998
228,2322,4128,batch_11/000027.jpg,48,Plastic glooves,Plastic glooves,754,1071.3332999999998,1921.1818,301.2406,277.81819999999993,43138.87587594996
229,2322,4128,batch_11/000028.jpg,57,Styrofoam piece,Styrofoam piece,755,687.0,2055.0,972.0,572.0,328728.0
229,2322,4128,batch_11/000028.jpg,29,Other plastic,Other plastic,756,1209.0,2285.0,286.0,295.0,38807.5
229,2322,4128,batch_11/000028.jpg,57,Styrofoam piece,Styrofoam piece,757,820.0,2515.0,824.0,623.0,352139.0
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,758,205.0,3081.0,787.0,878.0,106758.0
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,759,489.0,2918.0,475.0,322.0,56709.0
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,760,270.0,2923.0,1192.0,1177.0,782125.5
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,761,1615.0,2162.0,529.0,414.0,108002.5
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,762,1945.0,2164.0,132.0,270.0,22954.0
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,763,1998.0,2427.0,320.0,401.0,69766.0
229,2322,4128,batch_11/000028.jpg,40,Single-use carrier bag,Plastic bag & wrapper,764,1254.0,2996.0,314.0,385.0,45146.5
229,2322,4128,batch_11/000028.jpg,4,Other plastic bottle,Bottle,765,1642.0,2530.0,538.0,641.0,274765.0
230,2322,4128,batch_11/000029.jpg,29,Other plastic,Other plastic,766,873.0,2072.0,554.0,318.0,72244.0
230,2322,4128,batch_11/000029.jpg,29,Other plastic,Other plastic,767,1047.0,2269.0,363.0,350.0,71290.5
231,2322,4128,batch_11/000030.jpg,36,Plastic film,Plastic bag & wrapper,768,1080.0,2426.0,588.0,240.0,60439.0
232,2322,4128,batch_11/000031.jpg,14,Other carton,Carton,769,843.0,2084.0,690.0,543.0,291170.0
233,2322,4128,batch_11/000032.jpg,36,Plastic film,Plastic bag & wrapper,770,1058.0,1104.0,477.0,705.0,180534.0
234,2322,4128,batch_11/000033.jpg,31,Tissues,Paper,771,699.0,1964.0,598.0,499.0,178505.5
235,2448,3264,batch_11/000034.jpg,4,Other plastic bottle,Bottle,772,58.0,371.0,2304.0,2511.0,4445106.0
236,3264,2448,batch_11/000035.jpg,57,Styrofoam piece,Styrofoam piece,773,847.0,636.0,1674.0,1386.0,1631220.5
237,2448,3264,batch_11/000036.jpg,4,Other plastic bottle,Bottle,774,61.0,503.0,2214.0,2390.0,4453946.0
238,4618,3463,batch_11/000037.jpg,30,Magazine paper,Paper,775,2311.0,1872.0,539.0,272.0,91599.5
239,3463,4618,batch_11/000038.jpg,20,Paper cup,Cup,776,1616.2626,2326.0,439.7037,259.0,62479.602549999996
240,3463,4618,batch_11/000039.jpg,18,Meal carton,Carton,777,3050.81195,322.0,410.16854429999995,203.0,39447.148795149995
240,3463,4618,batch_11/000039.jpg,18,Meal carton,Carton,778,1862.6219999999998,2358.0,638.9418,531.0,74082.48427999999
240,3463,4618,batch_11/000039.jpg,58,Unlabeled litter,Unlabeled litter,779,1135.0,494.0,287.0,167.0,12864.0
241,3463,4618,batch_11/000040.jpg,18,Meal carton,Carton,780,2435.0493,3366.0,833.4463000000001,386.0,144190.74428999997
241,3463,4618,batch_11/000040.jpg,39,Other plastic wrapper,Plastic bag & wrapper,781,636.5886,1805.0,569.3056999999999,405.0,139025.75884999995
241,3463,4618,batch_11/000040.jpg,18,Meal carton,Carton,782,23.67360000000008,1478.0,457.77369999999974,137.0,33031.48814999998
241,3463,4618,batch_11/000040.jpg,33,Normal paper,Paper,783,2185.5227,2563.0,366.7111,456.0,93747.80290000001
242,3463,4618,batch_11/000041.jpg,12,Drink can,Can,784,1374.9506999999999,2107.0,330.6412,409.0,77605.99255000004
243,3463,4618,batch_11/000042.jpg,20,Paper cup,Cup,785,1695.7523,2584.8,398.1426999999999,491.0,120995.64355
244,3120,4160,batch_11/000043.jpg,39,Other plastic wrapper,Plastic bag & wrapper,786,1490.0,2290.0,357.0,361.0,102012.0
245,3120,4160,batch_11/000044.jpg,38,Garbage bag,Plastic bag & wrapper,787,738.0,1566.0,1379.0,615.0,393507.5
245,3120,4160,batch_11/000044.jpg,36,Plastic film,Plastic bag & wrapper,788,906.0,2117.0,328.0,264.0,26319.0
245,3120,4160,batch_11/000044.jpg,36,Plastic film,Plastic bag & wrapper,789,1321.0,1854.0,397.0,259.0,41119.5
246,3120,4160,batch_11/000045.jpg,39,Other plastic wrapper,Plastic bag & wrapper,790,1302.0,1804.0,363.0,412.0,57408.0
247,3456,4608,batch_11/000046.jpg,20,Paper cup,Cup,791,283.0,3130.0,495.0,490.0,141856.5
247,3456,4608,batch_11/000046.jpg,39,Other plastic wrapper,Plastic bag & wrapper,792,1736.0,1128.0,237.0,346.0,50415.0
248,3024,4032,batch_11/000047.jpg,39,Other plastic wrapper,Plastic bag & wrapper,793,1132.95,1990.8,510.29999999999995,743.3999999999999,343000.9799999999
249,3024,4032,batch_11/000048.jpg,12,Drink can,Can,794,715.0,1961.0,1096.0,665.0,547256.0
249,3024,4032,batch_11/000048.jpg,50,Pop tab,Pop tab,795,1700.0,2131.0,109.0,157.0,14460.5
250,3024,4032,batch_11/000049.jpg,58,Unlabeled litter,Unlabeled litter,796,1214.0,1935.0,556.0,563.0,232077.0
251,3024,4032,batch_11/000050.jpg,36,Plastic film,Plastic bag & wrapper,797,267.0,391.0,862.0,1141.0,465265.5
252,4032,3024,batch_11/000051.jpg,39,Other plastic wrapper,Plastic bag & wrapper,798,1246.0,936.0,640.0,709.0,248252.5
253,3024,4032,batch_11/000052.jpg,27,Plastic lid,Lid,799,915.0,1859.0,328.0,703.0,111038.0
253,3024,4032,batch_11/000052.jpg,20,Paper cup,Cup,800,1204.0,1795.0,867.0,763.0,166630.0
254,4032,3024,batch_11/000053.jpg,14,Other carton,Carton,801,891.0,698.0,1445.0,1315.0,1211451.5
254,4032,3024,batch_11/000053.jpg,36,Plastic film,Plastic bag & wrapper,802,891.0,1040.0,828.0,974.0,529008.0
255,3024,4032,batch_11/000054.jpg,17,Corrugated carton,Carton,803,1638.0,267.0,684.0,355.0,115383.0
255,3024,4032,batch_11/000054.jpg,51,Rope & strings,Rope & strings,804,536.0,1870.0,1493.0,1479.0,30807.5
256,3024,4032,batch_11/000055.jpg,57,Styrofoam piece,Styrofoam piece,805,926.0,2200.0,986.0,627.0,225741.0
257,3024,4032,batch_11/000056.jpg,58,Unlabeled litter,Unlabeled litter,806,918.0,1889.0,1204.0,847.0,756379.0
258,3024,4032,batch_11/000057.jpg,7,Plastic bottle cap,Bottle cap,807,1180.5454,2049.0625,767.5454,786.7273,461684.6785471
259,3024,4032,batch_11/000058.jpg,58,Unlabeled litter,Unlabeled litter,808,1026.1904,2132.0476,934.4763,841.0,520029.69841893006
260,3024,4032,batch_11/000059.jpg,0,Aluminium foil,Aluminium foil,809,956.0,2559.0,714.0,820.0,478654.0
260,3024,4032,batch_11/000059.jpg,58,Unlabeled litter,Unlabeled litter,810,811.0,1482.0,341.0,302.0,45512.5
260,3024,4032,batch_11/000059.jpg,36,Plastic film,Plastic bag & wrapper,811,2096.0,1643.0,147.0,246.0,25281.5
261,3024,4032,batch_11/000060.jpg,41,Polypropylene bag,Plastic bag & wrapper,812,972.0,2321.0,1217.0,1277.0,937186.5
261,3024,4032,batch_11/000060.jpg,29,Other plastic,Other plastic,813,1752.0,1037.0,111.0,69.0,4718.5
262,3024,4032,batch_11/000061.jpg,36,Plastic film,Plastic bag & wrapper,814,907.0,1632.0,1126.0,1149.0,390734.5
262,3024,4032,batch_11/000061.jpg,58,Unlabeled litter,Unlabeled litter,815,2621.0,635.0,398.0,358.0,85488.5
263,3024,4032,batch_11/000062.jpg,57,Styrofoam piece,Styrofoam piece,816,969.0,1910.0,696.0,649.0,330308.0
264,3024,4032,batch_11/000063.jpg,40,Single-use carrier bag,Plastic bag & wrapper,817,1344.0,2835.0,767.0,515.0,211238.5
264,3024,4032,batch_11/000063.jpg,36,Plastic film,Plastic bag & wrapper,818,913.0,2992.0,184.0,184.0,16292.0
264,3024,4032,batch_11/000063.jpg,36,Plastic film,Plastic bag & wrapper,819,1549.0,1352.0,118.0,192.0,11471.5
264,3024,4032,batch_11/000063.jpg,36,Plastic film,Plastic bag & wrapper,820,933.0,1099.0,123.0,89.0,5880.5
264,3024,4032,batch_11/000063.jpg,58,Unlabeled litter,Unlabeled litter,821,1272.0,169.0,148.0,60.0,5086.0
265,3024,4032,batch_11/000064.jpg,36,Plastic film,Plastic bag & wrapper,822,797.0,729.0,1247.0,2215.0,1470078.0
266,3024,4032,batch_11/000065.jpg,40,Single-use carrier bag,Plastic bag & wrapper,823,1307.0,2183.0,288.0,439.0,56853.0
267,3024,4032,batch_11/000066.jpg,36,Plastic film,Plastic bag & wrapper,824,1008.0,1806.0,985.0,584.0,294307.5
268,3024,4032,batch_11/000067.jpg,16,Drink carton,Carton,825,1162.0,1990.0,504.0,807.0,312760.5
268,3024,4032,batch_11/000067.jpg,55,Plastic straw,Straw,826,1392.0,1909.0,86.0,108.0,3494.5
269,3024,4032,batch_11/000068.jpg,57,Styrofoam piece,Styrofoam piece,827,571.9524,1215.9524,1687.2855999999997,1538.0000000000002,1795091.5798459204
270,3024,4032,batch_11/000069.jpg,36,Plastic film,Plastic bag & wrapper,828,532.0,1120.0,934.0,455.0,226412.0
270,3024,4032,batch_11/000069.jpg,57,Styrofoam piece,Styrofoam piece,829,1419.0,2199.0,853.0,646.0,275552.0
271,3024,4032,batch_11/000070.jpg,5,Clear plastic bottle,Bottle,830,967.0,1882.0,1149.0,353.0,310380.0
271,3024,4032,batch_11/000070.jpg,7,Plastic bottle cap,Bottle cap,831,2068.0,1985.0,50.0,100.0,3498.0
272,3024,4032,batch_11/000071.jpg,36,Plastic film,Plastic bag & wrapper,832,1627.0,1073.0,693.0,1018.0,309193.5
272,3024,4032,batch_11/000071.jpg,36,Plastic film,Plastic bag & wrapper,833,1302.0,1558.0,62.0,80.0,3293.0
272,3024,4032,batch_11/000071.jpg,57,Styrofoam piece,Styrofoam piece,834,2667.0,272.0,299.0,196.0,39440.5
272,3024,4032,batch_11/000071.jpg,36,Plastic film,Plastic bag & wrapper,835,1645.0,2811.0,437.0,561.0,149079.0
272,3024,4032,batch_11/000071.jpg,36,Plastic film,Plastic bag & wrapper,836,315.0,1583.0,667.0,345.0,107653.5
272,3024,4032,batch_11/000071.jpg,36,Plastic film,Plastic bag & wrapper,837,216.0,1789.0,120.0,89.0,5003.0
272,3024,4032,batch_11/000071.jpg,36,Plastic film,Plastic bag & wrapper,838,596.0,1836.0,86.0,86.0,2830.5
273,3024,4032,batch_11/000072.jpg,39,Other plastic wrapper,Plastic bag & wrapper,839,850.5,1446.0,1095.5,1351.1999999999998,990673.6799999999
274,3024,4032,batch_11/000073.jpg,36,Plastic film,Plastic bag & wrapper,840,1068.0,1140.0,1343.0,1223.0,683426.0
274,3024,4032,batch_11/000073.jpg,58,Unlabeled litter,Unlabeled litter,841,1274.0,52.0,103.0,50.0,3667.0
275,4032,3024,batch_11/000074.jpg,57,Styrofoam piece,Styrofoam piece,842,917.0,1344.0,498.0,456.0,141026.5
275,4032,3024,batch_11/000074.jpg,36,Plastic film,Plastic bag & wrapper,843,1645.0,1127.0,1643.0,1243.0,430860.0
275,4032,3024,batch_11/000074.jpg,36,Plastic film,Plastic bag & wrapper,844,3162.0,1038.0,336.0,332.0,61037.5
275,4032,3024,batch_11/000074.jpg,57,Styrofoam piece,Styrofoam piece,845,2034.0,1252.0,1009.0,374.0,186885.0
275,4032,3024,batch_11/000074.jpg,36,Plastic film,Plastic bag & wrapper,846,2201.0,803.0,319.0,261.0,31980.0
275,4032,3024,batch_11/000074.jpg,36,Plastic film,Plastic bag & wrapper,847,3007.0,51.0,122.0,158.0,7292.0
275,4032,3024,batch_11/000074.jpg,36,Plastic film,Plastic bag & wrapper,848,3268.0,208.0,73.0,84.0,3149.5
275,4032,3024,batch_11/000074.jpg,36,Plastic film,Plastic bag & wrapper,849,1565.0,1561.0,201.0,179.0,15028.5
275,4032,3024,batch_11/000074.jpg,29,Other plastic,Other plastic,850,965.0,1737.0,255.0,142.0,13421.0
276,3024,4032,batch_11/000075.jpg,57,Styrofoam piece,Styrofoam piece,851,727.0,1418.0,808.0,494.0,227698.5
276,3024,4032,batch_11/000075.jpg,5,Clear plastic bottle,Bottle,852,1401.0,1686.0,582.0,503.0,128867.5
276,3024,4032,batch_11/000075.jpg,7,Plastic bottle cap,Bottle cap,853,1403.0,2087.0,89.0,102.0,5644.5
276,3024,4032,batch_11/000075.jpg,36,Plastic film,Plastic bag & wrapper,854,2003.0,3400.0,341.0,538.0,53779.5
276,3024,4032,batch_11/000075.jpg,57,Styrofoam piece,Styrofoam piece,855,2356.0,2107.0,62.0,51.0,1839.0
277,3024,4032,batch_11/000076.jpg,57,Styrofoam piece,Styrofoam piece,856,472.0,1688.0,1872.0,1085.0,735466.0
